s,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2,kW,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2,kW,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2,kW,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2,C,mol/mol,mol/mol,mol/mol,mol/mol,kW/m2
 1.0202466E+002, 3.1487756E+001, 2.0568778E-001, 3.3117398E-004, 1.3022251E-003, 0.0000000E+000, 3.8091017E-003, 0.0000000E+000, 6.4231783E+001, 2.0215947E-001, 8.7845322E-004, 2.8148335E-003, 0.0000000E+000, 2.0954723E-001, 6.1420704E+001, 2.2445333E+001, 2.0739889E-001, 6.5761389E-005, 5.6865928E-004, 0.0000000E+000, 2.5046127E-004, 0.0000000E+000, 2.5041550E+001, 2.0700530E-001, 1.2681092E-004, 7.3739222E-004, 0.0000000E+000, 1.8891710E-003, 0.0000000E+000, 1.1536420E-003, 3.0995485E-001, 2.7907473E-001, 7.2756703E-001, 2.7792109E-001, 2.8887569E-001, 5.3747646E-001, 5.1261638E-001, 6.6736659E-001, 2.2374069E-001, 3.4901770E-004, 9.1976895E-002, 8.2814108E-002, 5.1039369E-001, 8.2465090E-002, 1.9540640E-001, 3.2665132E-001, 3.1352683E-001, 5.5001073E-001, 1.1812043E-001, 6.4886582E-004, 7.2649569E-001, 6.5391101E-001, 1.1446126E+000, 6.5326215E-001, 2.5214224E-001, 6.2242592E-001, 5.8539755E-001, 7.8904950E-001, 3.3325531E-001, 1.9011809E-004, 1.1442581E-001, 1.0300224E-001, 5.3300151E-001, 1.0281213E-001, 2.0643354E-001, 3.9577472E-001, 3.7684060E-001, 6.0810699E-001, 1.7040705E-001, 5.9382838E+001, 2.0255814E-001, 8.1661509E-004, 2.6439210E-003, 0.0000000E+000, 1.6294243E-001, 6.3601519E+001, 2.0174469E-001, 9.4278959E-004, 2.9926508E-003, 0.0000000E+000, 1.6699697E-001, 6.3757496E+001, 2.0265170E-001, 8.0210252E-004, 2.6038101E-003, 0.0000000E+000, 1.7301120E-001, 5.9243936E+001, 2.0243453E-001, 8.3578778E-004, 2.6969118E-003, 0.0000000E+000, 1.0603017E-001
 1.0300232E+002, 3.1757732E+001, 2.0559779E-001, 3.4513103E-004, 1.3408005E-003, 0.0000000E+000, 3.9593772E-003, 0.0000000E+000, 6.2258481E+001, 2.0223937E-001, 8.6605957E-004, 2.7805791E-003, 0.0000000E+000, 2.1644854E-001, 6.1545481E+001, 2.1861695E+001, 2.0749733E-001, 5.0492064E-005, 5.2645685E-004, 0.0000000E+000, 2.1214454E-004, 0.0000000E+000, 2.8125029E+001, 2.0647468E-001, 2.0911707E-004, 9.6487567E-004, 0.0000000E+000, 2.1940815E-003, 0.0000000E+000, 1.1846776E-003, 3.5561675E-001, 3.2017355E-001, 7.7319789E-001, 3.1898887E-001, 2.5642572E-001, 5.2750957E-001, 5.0040119E-001, 6.8984967E-001, 2.4397547E-001, 4.2829629E-004, 1.0539698E-001, 9.4900114E-002, 5.2373450E-001, 9.4471818E-002, 2.2998219E-001, 3.6897918E-001, 3.5507948E-001, 5.5776281E-001, 1.2509729E-001, 7.0162582E-004, 7.3926894E-001, 6.6541221E-001, 1.1573331E+000, 6.6471059E-001, 3.3135424E-001, 7.1871156E-001, 6.7997583E-001, 8.0612314E-001, 3.4862159E-001, 1.8990097E-004, 1.2463329E-001, 1.1218895E-001, 5.4320920E-001, 1.1199905E-001, 2.3458648E-001, 4.3297417E-001, 4.1313540E-001, 6.1715350E-001, 1.7854892E-001, 6.3134517E+001, 2.0228399E-001, 8.5913791E-004, 2.7614485E-003, 0.0000000E+000, 1.8289075E-001, 6.5396763E+001, 2.0178165E-001, 9.3705718E-004, 2.9768072E-003, 0.0000000E+000, 1.8667403E-001, 5.6818339E+001, 2.0323854E-001, 7.1107763E-004, 2.3522292E-003, 0.0000000E+000, 1.8746342E-001, 5.8167717E+001, 2.0229581E-001, 8.5730574E-004, 2.7563846E-003, 0.0000000E+000, 1.0732609E-001
 1.0400173E+002, 3.1562882E+001, 2.0561409E-001, 3.4260292E-004, 1.3338132E-003, 0.0000000E+000, 4.1195576E-003, 0.0000000E+000, 6.5800875E+001, 2.0181769E-001, 9.3146758E-004, 2.9613583E-003, 0.0000000E+000, 2.0387662E-001, 6.1570320E+001, 2.1598810E+001, 2.0754247E-001, 4.3489992E-005, 5.0710404E-004, 0.0000000E+000, 1.8975856E-004, 0.0000000E+000, 2.8028202E+001, 2.0652641E-001, 2.0109250E-004, 9.4269682E-004, 0.0000000E+000, 2.4007397E-003, 0.0000000E+000, 1.2814727E-003, 3.6855121E-001, 3.3182424E-001, 7.8603555E-001, 3.3054277E-001, 2.5539714E-001, 5.1732762E-001, 4.9113457E-001, 6.8069629E-001, 2.3573743E-001, 4.8055686E-004, 1.1376926E-001, 1.0244039E-001, 5.3205452E-001, 1.0195983E-001, 2.1337411E-001, 3.5507802E-001, 3.4090763E-001, 5.6046972E-001, 1.2753352E-001, 6.1660568E-004, 6.2995034E-001, 5.6701696E-001, 1.0480995E+000, 5.6640036E-001, 4.1971162E-001, 7.8645923E-001, 7.4978447E-001, 7.8551344E-001, 3.3007286E-001, 1.0763297E-004, 1.2337665E-001, 1.1104975E-001, 5.4203483E-001, 1.1094211E-001, 2.0732081E-001, 3.9152330E-001, 3.7310305E-001, 6.0296830E-001, 1.6578224E-001, 6.5492010E+001, 2.0213382E-001, 8.8243224E-004, 2.8258310E-003, 0.0000000E+000, 1.8438517E-001, 6.4777692E+001, 2.0178705E-001, 9.3622004E-004, 2.9744935E-003, 0.0000000E+000, 1.8096753E-001, 6.3733341E+001, 2.0248023E-001, 8.2869950E-004, 2.6773207E-003, 0.0000000E+000, 1.8195614E-001, 5.6699818E+001, 2.0235417E-001, 8.4825265E-004, 2.7313631E-003, 0.0000000E+000, 9.8027389E-002
 1.0501614E+002, 3.1041527E+001, 2.0565593E-001, 3.3611428E-004, 1.3158794E-003, 0.0000000E+000, 4.3315287E-003, 0.0000000E+000, 7.5044064E+001, 2.0078352E-001, 1.0918776E-003, 3.4047107E-003, 0.0000000E+000, 2.1552305E-001, 6.4545190E+001, 2.1478483E+001, 2.0756067E-001, 4.0666823E-005, 4.9930117E-004, 0.0000000E+000, 1.8165092E-004, 0.0000000E+000, 2.7427695E+001, 2.0661699E-001, 1.8704190E-004, 9.0386280E-004, 0.0000000E+000, 2.4308360E-003, 0.0000000E+000, 1.5924398E-003, 3.7501936E-001, 3.3767667E-001, 7.9219273E-001, 3.3608423E-001, 3.0130822E-001, 5.7881360E-001, 5.5106306E-001, 6.9627120E-001, 2.4975484E-001, 5.1412029E-004, 1.1496107E-001, 1.0351637E-001, 5.3321276E-001, 1.0300225E-001, 2.0710662E-001, 3.5156792E-001, 3.3712179E-001, 5.6322711E-001, 1.3001517E-001, 7.0676641E-004, 6.8438190E-001, 6.1601439E-001, 1.1024410E+000, 6.1530762E-001, 4.1867304E-001, 7.9899692E-001, 7.6096453E-001, 7.9908969E-001, 3.4229149E-001, 9.0833731E-005, 1.3233342E-001, 1.1910916E-001, 5.5100840E-001, 1.1901833E-001, 2.3571725E-001, 4.3065347E-001, 4.1115985E-001, 6.1370204E-001, 1.7544260E-001, 6.5041497E+001, 2.0215963E-001, 8.7842774E-004, 2.8147631E-003, 0.0000000E+000, 1.9463503E-001, 7.1711693E+001, 2.0100561E-001, 1.0574300E-003, 3.3095019E-003, 0.0000000E+000, 1.9784551E-001, 6.3928401E+001, 2.0255501E-001, 8.1710009E-004, 2.6452615E-003, 0.0000000E+000, 1.8990892E-001, 5.3897739E+001, 2.0231167E-001, 8.5484498E-004, 2.7495834E-003, 0.0000000E+000, 1.0470616E-001
 1.0601093E+002, 3.2834690E+001, 2.0532557E-001, 3.8735667E-004, 1.4575067E-003, 0.0000000E+000, 4.6485533E-003, 0.0000000E+000, 7.9242897E+001, 2.0020088E-001, 1.1822513E-003, 3.6544917E-003, 0.0000000E+000, 2.2477923E-001, 6.8349280E+001, 2.1493237E+001, 2.0755710E-001, 4.1221676E-005, 5.0083471E-004, 0.0000000E+000, 1.8603094E-004, 0.0000000E+000, 2.8342409E+001, 2.0647446E-001, 2.0915139E-004, 9.6497053E-004, 0.0000000E+000, 2.5543933E-003, 0.0000000E+000, 1.5201321E-003, 4.0534781E-001, 3.6496504E-001, 8.2259349E-001, 3.6344491E-001, 3.1045973E-001, 5.9960194E-001, 5.7068772E-001, 7.0790802E-001, 2.6022799E-001, 5.4610354E-004, 1.2574158E-001, 1.1322203E-001, 5.4396129E-001, 1.1267592E-001, 2.3949051E-001, 3.9037643E-001, 3.7528784E-001, 5.6965174E-001, 1.3579733E-001, 1.1456698E-003, 7.2999430E-001, 6.5710944E-001, 1.1476144E+000, 6.5596377E-001, 4.3068378E-001, 8.2782357E-001, 7.8810959E-001, 8.1590560E-001, 3.5742581E-001, 1.1108351E-004, 1.3857346E-001, 1.2472722E-001, 5.5722819E-001, 1.2461614E-001, 2.4921121E-001, 4.4891580E-001, 4.2894534E-001, 6.1847040E-001, 1.7973413E-001, 6.4934345E+001, 2.0197146E-001, 9.0761536E-004, 2.8954339E-003, 0.0000000E+000, 2.0068879E-001, 7.4703342E+001, 2.0063753E-001, 1.1145224E-003, 3.4672981E-003, 0.0000000E+000, 2.0380268E-001, 5.8993020E+001, 2.0316440E-001, 7.2257681E-004, 2.3840114E-003, 0.0000000E+000, 1.9748781E-001, 5.5674223E+001, 2.0221585E-001, 8.6970823E-004, 2.7906635E-003, 0.0000000E+000, 1.0915818E-001
 1.0701655E+002, 3.4959390E+001, 2.0499232E-001, 4.3904652E-004, 1.6003707E-003, 0.0000000E+000, 4.9986451E-003, 0.0000000E+000, 8.4564437E+001, 1.9968812E-001, 1.2617866E-003, 3.8743169E-003, 0.0000000E+000, 2.2629992E-001, 6.6261849E+001, 2.1503965E+001, 2.0755378E-001, 4.1736247E-005, 5.0225692E-004, 0.0000000E+000, 1.9872569E-004, 0.0000000E+000, 2.7862332E+001, 2.0655643E-001, 1.9643558E-004, 9.2982571E-004, 0.0000000E+000, 2.6249039E-003, 0.0000000E+000, 2.6848488E-003, 4.3001715E-001, 3.8728392E-001, 8.4609811E-001, 3.8459907E-001, 3.5360110E-001, 6.5352556E-001, 6.2353311E-001, 7.1869027E-001, 2.6993201E-001, 5.7113706E-004, 1.2655413E-001, 1.1395583E-001, 5.4474881E-001, 1.1338469E-001, 2.7729580E-001, 4.3227620E-001, 4.1677816E-001, 5.7374622E-001, 1.3948236E-001, 8.1956326E-004, 7.1098157E-001, 6.3996537E-001, 1.1289278E+000, 6.3914581E-001, 4.8399806E-001, 8.7177627E-001, 8.3299845E-001, 8.0654403E-001, 3.4900039E-001, 1.3561649E-004, 1.3804331E-001, 1.2425254E-001, 5.5667351E-001, 1.2411692E-001, 2.7521963E-001, 4.8011683E-001, 4.5962711E-001, 6.2366301E-001, 1.8440748E-001, 6.5691475E+001, 2.0183467E-001, 9.2883269E-004, 2.9540758E-003, 0.0000000E+000, 2.0035632E-001, 7.1896013E+001, 2.0106085E-001, 1.0488607E-003, 3.2858175E-003, 0.0000000E+000, 2.0356001E-001, 6.2357809E+001, 2.0266014E-001, 8.0079359E-004, 2.6001924E-003, 0.0000000E+000, 1.9701173E-001, 6.7581342E+001, 2.0111357E-001, 1.0406830E-003, 3.2632156E-003, 0.0000000E+000, 1.1176723E-001
 1.0801396E+002, 3.4694835E+001, 2.0503872E-001, 4.3185046E-004, 1.5804817E-003, 0.0000000E+000, 4.9974541E-003, 0.0000000E+000, 8.8138353E+001, 1.9940400E-001, 1.3058573E-003, 3.9961226E-003, 0.0000000E+000, 2.0647872E-001, 6.7013885E+001, 2.2039416E+001, 2.0746161E-001, 5.6033211E-005, 5.4177186E-004, 0.0000000E+000, 2.3844160E-004, 0.0000000E+000, 2.7405672E+001, 2.0661375E-001, 1.8754479E-004, 9.0525272E-004, 0.0000000E+000, 2.7331813E-003, 0.0000000E+000, 1.2247810E-002, 4.9577854E-001, 4.4742547E-001, 9.0229655E-001, 4.3517766E-001, 3.5100307E-001, 6.5426016E-001, 6.2393445E-001, 7.2202291E-001, 2.7293139E-001, 6.3774664E-004, 1.2981108E-001, 1.1689375E-001, 5.4793915E-001, 1.1625600E-001, 2.8312065E-001, 4.4255469E-001, 4.2661129E-001, 5.7819986E-001, 1.4349064E-001, 1.0505259E-003, 6.8265001E-001, 6.1449006E-001, 1.1003653E+000, 6.1343954E-001, 5.1316670E-001, 8.8582011E-001, 8.4855477E-001, 7.9141922E-001, 3.3538806E-001, 1.6160565E-004, 1.3322377E-001, 1.1991756E-001, 5.5182798E-001, 1.1975595E-001, 2.7835372E-001, 4.6921727E-001, 4.5013092E-001, 6.0962937E-001, 1.7177720E-001, 6.5788345E+001, 2.0191721E-001, 9.1603088E-004, 2.9186933E-003, 0.0000000E+000, 2.0102904E-001, 7.4709126E+001, 2.0069723E-001, 1.1052627E-003, 3.4417053E-003, 0.0000000E+000, 2.0186094E-001, 6.3688770E+001, 2.0251336E-001, 8.2356108E-004, 2.6631188E-003, 0.0000000E+000, 1.9032589E-001, 6.7201089E+001, 2.0109132E-001, 1.0441348E-003, 3.2727557E-003, 0.0000000E+000, 1.0103775E-001
 1.0900848E+002, 3.3599802E+001, 2.0517749E-001, 4.1032437E-004, 1.5209864E-003, 0.0000000E+000, 4.8998625E-003, 0.0000000E+000, 8.6993649E+001, 1.9935190E-001, 1.3139386E-003, 4.0184584E-003, 0.0000000E+000, 1.8990509E-001, 7.0555911E+001, 2.3197019E+001, 2.0727169E-001, 8.5491024E-005, 6.2318942E-004, 0.0000000E+000, 3.2142483E-004, 0.0000000E+000, 2.9880826E+001, 2.0620863E-001, 2.5038307E-004, 1.0789295E-003, 0.0000000E+000, 3.1305901E-003, 0.0000000E+000, 1.6146270E-002, 5.9742354E-001, 5.3929582E-001, 1.0000431E+000, 5.2314954E-001, 3.5552967E-001, 6.7340489E-001, 6.4161737E-001, 7.3664104E-001, 2.8608770E-001, 8.8931674E-004, 1.2801493E-001, 1.1530237E-001, 5.4589143E-001, 1.1441305E-001, 2.8804410E-001, 4.5644674E-001, 4.3960647E-001, 5.8716845E-001, 1.5156237E-001, 9.2504943E-004, 6.0370720E-001, 5.4342899E-001, 1.0215480E+000, 5.4250394E-001, 5.1750888E-001, 8.4559523E-001, 8.1278660E-001, 7.4685217E-001, 2.9527772E-001, 1.5029038E-004, 1.2923904E-001, 1.1633017E-001, 5.4785457E-001, 1.1617988E-001, 3.0173039E-001, 4.6915800E-001, 4.5241524E-001, 5.8619342E-001, 1.5068484E-001, 6.6955674E+001, 2.0178092E-001, 9.3717110E-004, 2.9771221E-003, 0.0000000E+000, 1.9992610E-001, 7.8243836E+001, 2.0038185E-001, 1.1541810E-003, 3.5769092E-003, 0.0000000E+000, 2.0542054E-001, 5.8689477E+001, 2.0307941E-001, 7.3575977E-004, 2.4204474E-003, 0.0000000E+000, 1.7231214E-001, 6.9554217E+001, 2.0094302E-001, 1.0671385E-003, 3.3363349E-003, 0.0000000E+000, 9.5184844E-002
 1.1000260E+002, 3.4507501E+001, 2.0505047E-001, 4.3002661E-004, 1.5754408E-003, 0.0000000E+000, 5.0948285E-003, 0.0000000E+000, 8.4596096E+001, 1.9965416E-001, 1.2670544E-003, 3.8888764E-003, 0.0000000E+000, 2.1287185E-001, 7.2181222E+001, 2.2255794E+001, 2.0743644E-001, 5.9936749E-005, 5.5256073E-004, 0.0000000E+000, 3.0420921E-004, 0.0000000E+000, 3.0274545E+001, 2.0619292E-001, 2.5282092E-004, 1.0856674E-003, 0.0000000E+000, 3.4917702E-003, 0.0000000E+000, 4.6614745E-003, 6.9284726E-001, 6.2402868E-001, 1.1069516E+000, 6.1936721E-001, 4.2951752E-001, 7.6202551E-001, 7.2877471E-001, 7.5127381E-001, 2.9925719E-001, 1.2550141E-003, 1.2702411E-001, 1.1444720E-001, 5.4453491E-001, 1.1319219E-001, 2.6709748E-001, 4.3762124E-001, 4.2056886E-001, 5.8928958E-001, 1.5347138E-001, 8.0481924E-004, 6.7358802E-001, 6.0630970E-001, 1.0915490E+000, 6.0550488E-001, 4.0864484E-001, 7.3726869E-001, 7.0440630E-001, 7.4738966E-001, 2.9576146E-001, 1.5106573E-004, 1.2959282E-001, 1.1664865E-001, 5.4820757E-001, 1.1649758E-001, 3.1120909E-001, 4.8688269E-001, 4.6931533E-001, 5.9443941E-001, 1.5810624E-001, 6.7996047E+001, 2.0164700E-001, 9.5794327E-004, 3.0345337E-003, 0.0000000E+000, 1.9996112E-001, 7.4671736E+001, 2.0058079E-001, 1.1233238E-003, 3.4916238E-003, 0.0000000E+000, 2.0144982E-001, 6.6245799E+001, 2.0222525E-001, 8.6824979E-004, 2.7866326E-003, 0.0000000E+000, 2.0638467E-001, 7.0176255E+001, 2.0096088E-001, 1.0643675E-003, 3.3286763E-003, 0.0000000E+000, 1.0557591E-001
 1.1100970E+002, 3.5875360E+001, 2.0487971E-001, 4.5651385E-004, 1.6486481E-003, 0.0000000E+000, 5.4352568E-003, 0.0000000E+000, 8.0735338E+001, 2.0008813E-001, 1.1997402E-003, 3.7028288E-003, 0.0000000E+000, 1.9629378E-001, 7.4446456E+001, 2.1841617E+001, 2.0750375E-001, 4.9497122E-005, 5.2370696E-004, 0.0000000E+000, 2.8685575E-004, 0.0000000E+000, 3.2732199E+001, 2.0579341E-001, 3.1478839E-004, 1.2569374E-003, 0.0000000E+000, 3.8306046E-003, 0.0000000E+000, 3.2957543E-003, 6.7755648E-001, 6.1013041E-001, 1.0930265E+000, 6.0683465E-001, 3.8443974E-001, 7.1377916E-001, 6.8084521E-001, 7.4810523E-001, 2.9640548E-001, 2.1601952E-003, 1.3140905E-001, 1.1848417E-001, 5.4801467E-001, 1.1632397E-001, 2.9948477E-001, 4.7300041E-001, 4.5564885E-001, 5.9228146E-001, 1.5616408E-001, 1.0271491E-003, 7.4123913E-001, 6.6721793E-001, 1.1589778E+000, 6.6619078E-001, 3.9561563E-001, 7.3841140E-001, 7.0413182E-001, 7.6156159E-001, 3.0851619E-001, 3.8372631E-004, 1.2814790E-001, 1.1537148E-001, 5.4652999E-001, 1.1498776E-001, 2.9111737E-001, 4.6897584E-001, 4.5119000E-001, 5.9662429E-001, 1.6007263E-001, 7.0012366E+001, 2.0143179E-001, 9.9132443E-004, 3.1267948E-003, 0.0000000E+000, 2.0351938E-001, 7.4688382E+001, 2.0064290E-001, 1.1136906E-003, 3.4649989E-003, 0.0000000E+000, 2.0179738E-001, 7.4627880E+001, 2.0126231E-001, 1.0176128E-003, 3.1994524E-003, 0.0000000E+000, 2.0405536E-001, 7.3124272E+001, 2.0032078E-001, 1.1636538E-003, 3.6030906E-003, 0.0000000E+000, 1.0186914E-001
 1.1200786E+002, 3.5956623E+001, 2.0488402E-001, 4.5584598E-004, 1.6468022E-003, 0.0000000E+000, 5.6728793E-003, 0.0000000E+000, 8.1312036E+001, 2.0008867E-001, 1.1996568E-003, 3.7025983E-003, 0.0000000E+000, 2.0478329E-001, 7.2837337E+001, 2.3227052E+001, 2.0726223E-001, 8.6959228E-005, 6.2724734E-004, 0.0000000E+000, 3.5106584E-004, 0.0000000E+000, 3.2158200E+001, 2.0590870E-001, 2.9690686E-004, 1.2075152E-003, 0.0000000E+000, 3.8918604E-003, 0.0000000E+000, 2.5672882E-003, 7.7060693E-001, 6.9380297E-001, 1.1868055E+000, 6.9123568E-001, 4.0143508E-001, 7.2149307E-001, 6.8948727E-001, 7.3882381E-001, 2.8805220E-001, 4.3871285E-003, 1.3195526E-001, 1.1919845E-001, 5.4633395E-001, 1.1481132E-001, 3.2357293E-001, 5.0088720E-001, 4.8315578E-001, 5.9608009E-001, 1.5958284E-001, 9.3103840E-004, 7.4243136E-001, 6.6828133E-001, 1.1602661E+000, 6.6735029E-001, 3.9295403E-001, 7.2157226E-001, 6.8871044E-001, 7.4738404E-001, 2.9575640E-001, 8.4375938E-004, 1.1868310E-001, 1.0689917E-001, 5.3660516E-001, 1.0605541E-001, 2.7154784E-001, 4.4239458E-001, 4.2530990E-001, 5.8961255E-001, 1.5376206E-001, 6.9548428E+001, 2.0134950E-001, 1.0040883E-003, 3.1620726E-003, 0.0000000E+000, 2.0325759E-001, 7.6699267E+001, 2.0024292E-001, 1.1757318E-003, 3.6364727E-003, 0.0000000E+000, 1.9635442E-001, 7.8930596E+001, 2.0072946E-001, 1.1002631E-003, 3.4278872E-003, 0.0000000E+000, 2.2663451E-001, 6.9689115E+001, 2.0083034E-001, 1.0846163E-003, 3.3846413E-003, 0.0000000E+000, 1.0399835E-001
 1.1300774E+002, 3.4561325E+001, 2.0516560E-001, 4.1216918E-004, 1.5260853E-003, 0.0000000E+000, 5.6722562E-003, 0.0000000E+000, 7.8201566E+001, 2.0055104E-001, 1.1279389E-003, 3.5043793E-003, 0.0000000E+000, 2.4242989E-001, 7.4956783E+001, 2.3901423E+001, 2.0715667E-001, 1.0333199E-004, 6.7249952E-004, 0.0000000E+000, 4.3396244E-004, 0.0000000E+000, 3.3404843E+001, 2.0569956E-001, 3.2934689E-004, 1.2971752E-003, 0.0000000E+000, 4.0513448E-003, 0.0000000E+000, 3.7951282E-003, 8.8635808E-001, 7.9810178E-001, 1.3013288E+000, 7.9430666E-001, 3.8241654E-001, 7.4429311E-001, 7.0810545E-001, 7.8064239E-001, 3.2568891E-001, 1.0198645E-002, 1.3886305E-001, 1.2599661E-001, 5.4743022E-001, 1.1579796E-001, 3.3097423E-001, 5.2865530E-001, 5.0888720E-001, 6.1644688E-001, 1.7791296E-001, 1.2460991E-003, 7.0697958E-001, 6.3640623E-001, 1.1244993E+000, 6.3516013E-001, 4.3187025E-001, 7.5263305E-001, 7.2055677E-001, 7.3952861E-001, 2.8868652E-001, 5.2459639E-004, 1.2414464E-001, 1.1178263E-001, 5.4238586E-001, 1.1125804E-001, 3.0349789E-001, 4.7417562E-001, 4.5710785E-001, 5.8944355E-001, 1.5360996E-001, 7.2646084E+001, 2.0108268E-001, 1.0454759E-003, 3.2764623E-003, 0.0000000E+000, 2.0786772E-001, 7.4279668E+001, 2.0042432E-001, 1.1475941E-003, 3.5587039E-003, 0.0000000E+000, 2.0424105E-001, 8.1133178E+001, 2.0031504E-001, 1.1645449E-003, 3.6055535E-003, 0.0000000E+000, 2.4472709E-001, 6.8768237E+001, 2.0066379E-001, 1.1104492E-003, 3.4560401E-003, 0.0000000E+000, 1.1836974E-001
 1.1401478E+002, 3.3623823E+001, 2.0528816E-001, 3.9315870E-004, 1.4735428E-003, 0.0000000E+000, 5.7737589E-003, 0.0000000E+000, 8.1402772E+001, 2.0018893E-001, 1.1841058E-003, 3.6596174E-003, 0.0000000E+000, 2.2923606E-001, 7.5996932E+001, 2.3906658E+001, 2.0716221E-001, 1.0247261E-004, 6.7012430E-004, 0.0000000E+000, 4.6776648E-004, 0.0000000E+000, 3.3914797E+001, 2.0564264E-001, 3.3817491E-004, 1.3215747E-003, 0.0000000E+000, 4.2219276E-003, 0.0000000E+000, 8.9600235E-003, 8.7261630E-001, 7.8625067E-001, 1.2824221E+000, 7.7729065E-001, 5.0807147E-001, 8.7649885E-001, 8.3965611E-001, 7.8719319E-001, 3.3158464E-001, 1.0054774E-002, 1.4157791E-001, 1.2842560E-001, 5.5028895E-001, 1.1837083E-001, 3.3529865E-001, 5.3602393E-001, 5.1595140E-001, 6.1949109E-001, 1.8065275E-001, 1.0487551E-003, 6.5153065E-001, 5.8648246E-001, 1.0692477E+000, 5.8543371E-001, 4.3774399E-001, 7.5831292E-001, 7.2625602E-001, 7.3933474E-001, 2.8851203E-001, 4.0368835E-004, 1.2454790E-001, 1.1213348E-001, 5.4291003E-001, 1.1172979E-001, 2.9074031E-001, 4.6183338E-001, 4.4472407E-001, 5.8985888E-001, 1.5398376E-001, 7.3649487E+001, 2.0106004E-001, 1.0489869E-003, 3.2861664E-003, 0.0000000E+000, 2.0865279E-001, 7.6085969E+001, 2.0026475E-001, 1.1723451E-003, 3.6271123E-003, 0.0000000E+000, 2.0317985E-001, 7.5176230E+001, 2.0087975E-001, 1.0769520E-003, 3.3634582E-003, 0.0000000E+000, 2.4698742E-001, 7.0227349E+001, 2.0080657E-001, 1.0883027E-003, 3.3948302E-003, 0.0000000E+000, 1.2190936E-001
 1.1501422E+002, 3.4670305E+001, 2.0496151E-001, 4.4382564E-004, 1.6135796E-003, 0.0000000E+000, 6.2685859E-003, 0.0000000E+000, 8.0405181E+001, 2.0036437E-001, 1.1568932E-003, 3.5844053E-003, 0.0000000E+000, 2.3819372E-001, 7.6206675E+001, 2.3827500E+001, 2.0718378E-001, 9.9126600E-005, 6.6087637E-004, 0.0000000E+000, 4.9245009E-004, 0.0000000E+000, 3.2225005E+001, 2.0589361E-001, 2.9924634E-004, 1.2139812E-003, 0.0000000E+000, 4.2418810E-003, 0.0000000E+000, 3.6552967E-003, 9.4018569E-001, 8.4653265E-001, 1.3552962E+000, 8.4287736E-001, 4.8646477E-001, 8.6033017E-001, 8.2294363E-001, 7.9263121E-001, 3.3647886E-001, 5.4902145E-003, 1.3819165E-001, 1.2492151E-001, 5.5146726E-001, 1.1943130E-001, 2.9616856E-001, 5.0166252E-001, 4.8111312E-001, 6.2425977E-001, 1.8494456E-001, 7.8178038E-004, 6.6070867E-001, 5.9471598E-001, 1.0786927E+000, 5.9393420E-001, 3.6509292E-001, 6.9173961E-001, 6.5907495E-001, 7.4541251E-001, 2.9398203E-001, 3.0554073E-004, 1.2557462E-001, 1.1304771E-001, 5.4403490E-001, 1.1274217E-001, 3.2588012E-001, 4.9608186E-001, 4.7906169E-001, 5.8896756E-001, 1.5318157E-001, 7.3186174E+001, 2.0095284E-001, 1.0656141E-003, 3.3321219E-003, 0.0000000E+000, 2.1070115E-001, 7.6614372E+001, 1.9997972E-001, 1.2165558E-003, 3.7493050E-003, 0.0000000E+000, 2.0296326E-001, 7.6130780E+001, 2.0079584E-001, 1.0899669E-003, 3.3994298E-003, 0.0000000E+000, 2.5090419E-001, 7.2312470E+001, 2.0096570E-001, 1.0636200E-003, 3.3266103E-003, 0.0000000E+000, 1.2859731E-001
